Time,IndoorConcentration,SubslabConcentration,AvgGroundwaterConcentration,AttenuationSubslab,AttenuationAvgGroundwater,logIndoorConcentration,logAttenuationSubslab,logAttenuationAvgGroundwater,IndoorOutdoorPressure,SubslabPressure,AirExchangeRate,Season,CPM,LandDrain,Blower
2011-01-15 08:47:00,0.1343184206700239,0.0,19988.888888888887,,6.7196541747093674e-06,-0.8718644233197256,,-5.172653077225952,-0.622753735,0.130531163,0.6025185274447189,Winter,Off,Open,Off
2011-01-15 12:48:00,0.4083279988368726,0.0,19988.888888888887,,2.0427748691116474e-05,-0.3889908397109719,,-4.689779493617198,0.443361995,0.17974178100000002,0.6142191738752111,Winter,Off,Open,Off
2011-01-15 16:48:00,0.15043663115042674,0.0,19988.888888888887,,7.526012675674491e-06,-0.8226464006495441,,-5.12343505455577,0.01501265,0.39437037399999997,0.7002801120448179,Winter,Off,Open,Off
2011-01-15 20:48:00,0.09670926288241721,0.0,19988.888888888887,,4.838151005790745e-06,-1.0145319268884572,,-5.315320580794683,-0.24570558899999997,0.220785779,0.5985634477254589,Winter,Off,Open,Off
2011-01-16 00:48:00,0.8811288395953566,0.0,19988.888888888887,,4.4080931386093445e-05,-0.054960583944065416,,-4.355749237850292,-0.37887577299999997,0.286707502,0.632577754348972,Winter,Off,Open,Off
2011-01-16 04:48:00,0.10745473653601911,0.0,19988.888888888887,,5.375723339767493e-06,-0.968774436327782,,-5.2695630902340085,-0.416112947,0.149175543,0.6208930511719356,Winter,Off,Open,Off
2011-01-16 08:48:00,0.08059105240201433,0.0,19988.888888888887,,4.03179250482562e-06,-1.093713172936082,,-5.394501826842308,0.24473375600000002,0.248944212,0.6158077858631058,Winter,Off,Open,Off
2011-01-16 12:49:00,0.06447284192161147,0.0,19988.888888888887,,3.2254340038604964e-06,-1.1906231859441383,,-5.491411839850365,-0.5717455370000001,0.18614209,0.6084205402774397,Winter,Off,Open,Off
2011-01-16 16:49:00,0.10745473653601911,0.0,19988.888888888887,,5.375723339767493e-06,-0.968774436327782,,-5.2695630902340085,-0.617778528,0.467568239,0.654407434068451,Winter,Off,Open,Off
2011-01-16 20:49:00,0.10208199970921815,0.0,19988.888888888887,,5.106937172779119e-06,-0.9910508310389343,,-5.291839484945161,0.027426007999999998,0.604526074,0.6236033882450761,Winter,Off,Open,Off
2011-01-17 00:49:00,0.08596378922881528,0.0,19988.888888888887,,4.300578671813995e-06,-1.0656844493358384,,-5.366473103242065,-0.634378023,0.324825226,0.5901561946728566,Winter,Off,Open,Off
2011-01-17 04:49:00,0.08059105240201433,0.0,19988.888888888887,,4.03179250482562e-06,-1.093713172936082,,-5.394501826842308,-0.9060388159999999,0.6340202229999999,0.601545973150998,Winter,Off,Open,Off
2011-01-17 08:49:00,0.10208199970921815,0.0,19988.888888888887,,5.106937172779119e-06,-0.9910508310389343,,-5.291839484945161,-0.710163621,0.555552722,0.6076010896312873,Winter,Off,Open,Off
2011-01-17 12:49:00,0.09670926288241721,0.0,19988.888888888887,,4.838151005790745e-06,-1.0145319268884572,,-5.315320580794683,-0.117896444,0.519195449,0.5984798611526722,Winter,Off,Open,Off
2011-01-18 14:04:00,0.059100105094810514,0.0,19988.888888888887,,2.9566478368721217e-06,-1.2284117468335383,,-5.529200400739764,-7.604390277,0.40799117,0.7274402589687322,Winter,Off,Open,Off
2011-01-18 18:04:00,0.08596378922881528,0.0,19988.888888888887,,4.300578671813995e-06,-1.0656844493358384,,-5.366473103242065,0.125671111,0.291420591,0.6985679357317498,Winter,Off,Open,Off
2011-01-18 22:04:00,0.02149094730720382,0.0,19988.888888888887,,1.0751446679534987e-06,-1.667744440663801,,-5.968533094570027,-0.728219415,-0.122909376,0.6526137179403511,Winter,Off,Open,Off
2011-01-19 02:04:00,0.037609157787606685,0.0,19988.888888888887,,1.8815031689186226e-06,-1.4247063919775065,,-5.725495045883733,2.215867151,-1.186822423,0.6375653504484209,Winter,Off,Open,Off
2011-01-19 06:04:00,0.10745473653601911,0.0,19988.888888888887,,5.375723339767493e-06,-0.968774436327782,,-5.2695630902340085,0.665262017,0.33048151800000003,0.7004517914054564,Winter,Off,Open,Off
2011-01-19 10:05:00,0.6769648401769204,0.0,19988.888888888887,,3.386705704053521e-05,-0.16943388687420036,,-4.470222540780426,3.14395353,-0.43569264700000004,0.791744741495342,Winter,Off,Open,Off
2011-01-19 14:05:00,2.3908678879264254,0.0,19988.888888888887,,0.00011960984430982674,0.37855557898916836,,-3.922233074917058,-1.522099955,-0.34730100399999997,0.7870194262628383,Winter,Off,Open,Off
2011-01-19 18:05:00,11.86300291357651,0.0,19988.888888888887,,0.0005934798567103313,1.074194637065398,,-3.2265940168408282,0.068086357,-0.398386312,0.8291186468783683,Winter,Off,Open,Off
2011-01-19 22:05:00,8.000005135106623,0.0,19988.888888888887,,0.0004002226026456899,0.9030902657604128,,-3.3976983881458134,-0.082231609,0.318014828,0.6999370056694897,Winter,Off,Open,Off
2011-01-20 02:05:00,38.495659364028846,0.0,19988.888888888887,,0.0019258528864717045,1.5854117627416,,-2.7153768911646265,-1.214359485,0.124198225,0.6815161462533649,Winter,Off,Open,Off
2011-01-20 06:05:00,6.527875244563162,0.0,19988.888888888887,,0.00032657519289087527,0.8147718459425678,,-3.486016807963659,-1.081505509,-0.066574935,0.676033486192016,Winter,Off,Open,Off
2011-01-20 10:06:00,4.260580303653157,0.0,19988.888888888887,,0.00021314743042178107,0.6294687553258405,,-3.671319898580386,0.0883266,-0.315920448,0.6833635152219223,Winter,Off,Open,Off
2011-01-20 14:06:00,2.19207662533479,0.0,19988.888888888887,,0.00010966475613125686,0.34085573109811673,,-3.9599329228081097,0.19994529100000002,0.391388445,1.0753266304640035,Winter,Off,Open,Off
2011-01-20 18:06:00,1.9395579944751449,0.0,19988.888888888887,,9.703180628280326e-05,0.28770276991389465,,-4.013085883992332,-0.469337506,0.283277405,0.980600454344877,Winter,Off,Open,Off
2011-01-20 22:06:00,1.6548029426546942,0.0,19988.888888888887,,8.278613943241939e-05,0.21874628450868097,,-4.082042369397546,-0.852640197,0.350016376,0.6987387765084023,Winter,Off,Open,Off
2011-01-21 02:06:00,3.046341780796142,0.0,19988.888888888887,,0.00015240175668240844,0.48377862690114337,,-3.8170100270050833,-0.595504687,0.20456678,0.65122538910717,Winter,Off,Open,Off
2011-01-21 06:06:00,2.4768316771552406,0.0,19988.888888888887,,0.00012391042298164073,0.3938964933978849,,-3.9068921605083413,-0.47293183899999997,0.145947561,0.666466726648672,Winter,Off,Open,Off
2011-01-21 10:06:00,1.203493049203414,0.0,19988.888888888887,,6.0208101405395925e-05,0.08044358634239952,,-4.2203450675638265,-0.109251479,0.338208757,0.6677127499749608,Winter,Off,Open,Off
2011-01-21 14:06:00,0.73069220844493,0.0,19988.888888888887,,3.655491871041896e-05,-0.1362655236215457,,-4.437054177527772,-0.235642037,0.377483516,0.7660585013342185,Winter,Off,Open,Off
2011-01-31 09:55:00,0.5480191563336975,0.0,19988.888888888887,,2.7416189032814216e-05,-0.26120426022984566,,-4.561992914136072,-2.023460037,0.2872248,0.9464916708732963,Winter,Off,Open,Off
2011-01-31 13:55:00,0.6339829455625128,0.0,19988.888888888887,,3.1716767704628214e-05,-0.19792242468563784,,-4.498711078591865,-0.18504136899999998,0.519873853,0.9464916708732963,Winter,Off,Open,Off
2011-01-31 17:55:00,0.7790468398861384,0.0,19988.888888888887,,3.8973994213314325e-05,-0.10843642975678842,,-4.4092250836630145,-3.1732868830000003,-0.41789304899999996,0.9464916708732963,Winter,Off,Open,Off
2011-01-31 21:55:00,1.1820021018962101,0.0,19988.888888888887,,5.9132956737442426e-05,0.07261824883044296,,-4.228170405075783,-0.506262764,-0.011272746,0.9464916708732963,Winter,Off,Open,Off
2011-02-01 01:55:00,0.6984557874841242,0.0,19988.888888888887,,3.49422017084887e-05,-0.1558610796849265,,-4.456649733591153,-1.815064147,0.128344806,0.9464916708732963,Winter,Off,Open,Off
2011-02-01 05:55:00,0.9241107342097643,0.0,19988.888888888887,,4.623122072200044e-05,-0.03427598508421435,,-4.335064638990441,-4.113511026,-0.9882675409999999,0.9464916708732963,Winter,Off,Open,Off
2011-02-01 09:55:00,0.607119261428508,0.0,19988.888888888887,,3.0372836869686342e-05,-0.2167259885083435,,-4.51751464241457,4.272662641,-1.070004033,0.9464916708732963,Winter,Off,Open,Off
2011-02-01 13:55:00,0.8650106291149539,0.0,19988.888888888887,,4.3274572885128326e-05,-0.06297855595991353,,-4.36376720986614,5.717694757,-0.008460711,0.9464916708732963,Winter,Off,Open,Off
2011-02-01 17:55:00,1.6225665216938885,0.0,19988.888888888887,,8.117342243048915e-05,0.21020251096538736,,-4.090586142940839,2.109634216,-0.137872919,0.9464916708732963,Winter,Off,Open,Off
2011-02-01 21:55:00,0.9885835761313758,0.0,19988.888888888887,,4.945665472586094e-05,-0.0049866089822267826,,-4.305775262888453,-0.4125026,-1.195842612,1.0075735948546574,Winter,Off,Open,Off
2011-02-02 01:55:00,0.8972470500757594,0.0,19988.888888888887,,4.4887289887058564e-05,-0.04708796084418003,,-4.347876614750406,-0.539310901,-0.859499758,0.8291186468783683,Winter,Off,Open,Off
2011-02-02 05:55:00,0.6984557874841242,0.0,19988.888888888887,,3.49422017084887e-05,-0.1558610796849265,,-4.456649733591153,-3.963158248,-0.925254517,1.0473397570171763,Winter,Off,Open,Off
2011-02-02 09:55:00,1.321693259393035,0.0,19988.888888888887,,6.612139707914017e-05,0.12113067511161588,,-4.17965797879461,-1.224247468,-1.074936812,0.8243343500123651,Winter,Off,Open,Off
2011-02-02 13:55:00,1.6601756794814952,0.0,19988.888888888887,,8.305492559940777e-05,0.2201540474330714,,-4.080634606473155,-0.450586864,-0.37449397100000004,0.9161424296097234,Winter,Off,Open,Off
2011-02-02 17:55:00,1.8912033630339364,0.0,19988.888888888887,,9.46127307799079e-05,0.2767382314863678,,-4.024050422419859,-2.517882448,-0.21562569399999998,1.0188314003837597,Winter,Off,Open,Off
2011-02-02 21:55:00,1.7192757845763058,0.0,19988.888888888887,,8.601157343627989e-05,0.23534554632814275,,-4.0654431075780835,-2.4746228080000003,-0.327521265,0.767498976668031,Winter,Off,Open,Off
2011-02-03 01:55:00,1.3593024171806418,0.0,19988.888888888887,,6.80029002480588e-05,0.1333160891840547,,-4.167472564722171,-3.3322034,-0.642480935,0.7268234182505359,Winter,Off,Open,Off
2011-02-03 05:55:00,0.9885835761313758,0.0,19988.888888888887,,4.945665472586094e-05,-0.0049866089822267826,,-4.305775262888453,-3.209154788,-0.6995066670000001,0.7620402357244461,Winter,Off,Open,Off
2011-02-03 09:55:00,1.224983996510618,0.0,19988.888888888887,,6.128324607334943e-05,0.08813041500869058,,-4.212658238897536,-1.465296959,-0.7302047190000001,0.9416048084618884,Winter,Off,Open,Off
2011-02-03 13:55:00,1.3861661013146465,0.0,19988.888888888887,,6.934683108300066e-05,0.1418152739714669,,-4.15897337993476,-1.6854940980000002,-0.534639381,2.0120724346076457,Winter,Off,Open,Off
2011-02-03 17:55:00,,0.0,19988.888888888887,,,,,,-2.556477288,0.390824866,2.5210084033613445,Winter,Off,Open,Off
2011-02-03 21:55:00,1.305575048912632,0.0,19988.888888888887,,6.531503857817505e-05,0.11580184160654891,,-4.184986812299678,-2.824888966,0.07721263099999999,1.7149717029669007,Winter,Off,Open,Off
2011-02-04 01:55:00,1.837475994765927,0.0,19988.888888888887,,9.192486911002415e-05,0.2642216740643718,,-4.036566979841854,-3.5660236110000003,-0.57093807,0.6688068485821295,Winter,Off,Open,Off
2011-02-04 05:55:00,1.6171937848670874,0.0,19988.888888888887,,8.090463626350077e-05,0.20876206360208005,,-4.092026590304147,-3.575945015,-0.44743113700000003,0.7483349547257352,Winter,Off,Open,Off
2011-02-04 09:55:00,,0.0,19988.888888888887,,,,,,-2.520423719,-0.309500806,0.8187437741358841,Winter,Off,Open,Off
2011-02-04 13:55:00,2.2404312567759987,0.0,19988.888888888887,,0.00011208383163415225,0.35033162298199433,,-3.950457030924232,-1.571624235,0.004252032,1.2366799266236577,Winter,Off,Open,Off
2011-02-04 17:55:00,2.0094035732235573,0.0,19988.888888888887,,0.00010052602645365213,0.30306717020871693,,-3.9977214836975095,-3.08987747,-0.214641482,0.7946809356043549,Winter,Off,Open,Off
2011-02-04 21:55:00,3.578242726649436,0.0,19988.888888888887,,0.00017901158721425752,0.5536697971785378,,-3.7471188567276887,-3.010877569,0.180601795,0.7010246643844418,Winter,Off,Open,Off
2011-02-05 01:55:00,,0.0,19988.888888888887,,,,,,-3.135898857,-0.041839677,0.6766739221148316,Winter,Off,Open,Off
2011-02-05 01:55:00,3.443924305979412,0.0,19988.888888888887,,0.00017229193303954814,0.5370535975270541,,-3.7637350563791725,-3.135898857,-0.041839677,0.6766739221148316,Winter,Off,Open,Off
2011-02-05 05:55:00,2.2189403094687945,0.0,19988.888888888887,,0.00011100868696619873,0.34614561966463775,,-3.9546430342415886,-2.999981431,0.135025626,0.6939866060585032,Winter,Off,Open,Off
2011-02-05 09:55:00,,0.0,19988.888888888887,,,,,,-2.277912126,0.433757509,0.651175915173484,Winter,Off,Open,Off
2011-02-05 13:55:00,0.8112832608469442,0.0,19988.888888888887,,4.0586711215244576e-05,-0.09082748469859384,,-4.39161613860482,-2.281207657,0.291925479,0.653609011089566,Winter,Off,Open,Off
2011-02-05 17:55:00,1.176629365069409,0.0,19988.888888888887,,5.8864170570454046e-05,0.07063968284835502,,-4.230148971057871,-1.362949849,-0.02748658,0.6632179334129193,Winter,Off,Open,Off
